"","138001A [138001 Mary River at Miva Oct 1975-Aug 2010.csv]","138002C [138002 Wide Bay Creek at Brooyar Oct 1975-Aug 2010.csv]","138003D [138003 Glastonbury Creek at Glastonbury Oct 1979-Aug 2010.csv]","138004AB [138004 Munna Creek at Marodian Oct 1975-Aug 2010.csv]","138102C [138102C_amamoor.csv]","138104a [138104a Obi Obi Creek at Kidaman calibration-regr Oct 1975-Aug 2010.csv]","138107AB [138107 Six Mile Creek at Cooran Oct 1975-Aug 2010.csv]","138111A [138111 Mary River at Moy Pocket Oct 1975-Aug 2010.csv]","138119B [138119 Yabba Creek at Borumba Dam Release Oct 1979-Aug 2004_.csv]","138903A [138903A_tinana.csv]","141008A [141008 Eudlo Creek at Kiel Mountain Oct 1982-Aug 2010.csv]","141009A [141009 North Maroochy River at Eumundi Oct 1982-Aug 2010.csv]","143112A [reynolds_short.csv]","143303A [143303 Stanley River at Peachester Oct 1975-Aug 2010.csv]","146002B [146002 Nerang River at Glenhurst Oct 1990-Aug 2010.csv]","145012A [145012A_teviot overflow__infilled_WHEN WAS WYARALONG DAM COMPLETED.csv]","145020A [145020 Logan River at Rathdowney Oct 1975-Aug 2010.csv]","145099A [145099 Burnett Creek at Maroon Dam Tailwater Oct 1975-Sep 2010.csv]","146010A [146010 Coomera River at Army Camp Oct 1975-Aug 2010.csv]","146012A [146012 Currumbin Creek at Nicolls Bridge Oct 1989-Aug 2010.csv]","Mary_Miva [Mary River at Miva (S).csv]","WideBay_Brooyar [Wide Bay Creek at Brooyar (S).csv]","Glaston_Glaston [Glastonbury Creek at Glastonbury (S).csv]","Munna_Marodian [Munna Creek at Marodian (S).csv]","Amamoor_Zach [Amamoor Creek at Zachariah (S).csv]","ObiObi_Kida [Obi Obi Creek at Kidaman (S).csv]","SixMile_Cooran [Six Mile Creek at Cooran (S).csv]","Mary_Moy [Mary River at Moy Pocket (S).csv]","Yabba_Borumba [Yabba Creek at Borumba Dam (S).csv]","Tinana_Bauple [Tinana Creek at Bauple East (S).csv]","Eudlo_Kiels [Eudlo Creek at Kiels Mountain (S).csv]","NthMar_Eumund [North Maroochy River at Eumundi (S).csv]","Moogerah_Out [Reynolds Creek at Moogerah Dam Outflows (S).csv]","Stanley_Peach [Stanley River at Peachester (S).csv]","Teviot_Over [Teviot Brook at The Overflow (S).csv]","Logan_Rath [Logan River at Rathdowney (S).csv]","Burnett_MaroonTW [Burnett Creek at Maroon Dam Tailwater (S).csv]","Nerang_Glenh [Nerang River at Glenhurst (S).csv]","Coomera_Army [Coomera River at Army Camp (S).csv]","Currumbin_Nich [Currumbin Creek at Nicholls Bridge (S).csv]"
"138001A [138001 Mary River at Miva Oct 1975-Aug 2010.csv]",0,0.278501049071312,0.240724991476174,0.162858114025588,0.267520060365278,0.0932524742907465,0.131535236981742,0.0928928600377399,0.364746706241245,0.0874331540755555,0.151460886986343,0.208880260478337,0.305486292704684,0.125814999708185,0.254354858359183,0.207349162227731,0.156903372028903,0.236140993755815,0.123857325479463,0.217353985083731,0.0841673152263281,0.168330991415831,0.155062407854307,0.182680187722153,0.199231470551133,0.107149703333209,0.094499005986712,0.0911112128070504,0.185730046385376,0.105131849128566,0.121537263359459,0.180706600719645,0.33072897252186,0.132208297638907,0.165508440727249,0.0958180678738387,0.165441685988014,0.116487946116086,0.132569632337306,0.150298427300359
"138002C [138002 Wide Bay Creek at Brooyar Oct 1975-Aug 2010.csv]",0.278501049071312,0,0.133481603798433,0.193614893028398,0.170354921201828,0.321906365528361,0.253738454185418,0.244833361779432,0.50576097317239,0.263890609387763,0.295095759013555,0.329861082743435,0.497546136533248,0.312094602961792,0.371925893760278,0.146682076057356,0.30008074887986,0.363350549002187,0.289814386850597,0.436124298509144,0.332099293587274,0.182718590728642,0.192146596220821,0.184451706407261,0.182370277752525,0.324162123950207,0.312708792463067,0.282549039960987,0.236558410949074,0.291455313857442,0.300386207282483,0.325971001322747,0.427446111354204,0.31999273206686,0.196419379425355,0.286182662979869,0.287767717578417,0.355211844854237,0.29951108401292,0.359756235165145
"138003D [138003 Glastonbury Creek at Glastonbury Oct 1979-Aug 2010.csv]",0.240724991476174,0.133481603798433,0,0.173695319419318,0.113083812691864,0.294290310168763,0.222729172747114,0.199478241939749,0.480852730166709,0.219348855658017,0.2612568742603,0.304295692628322,0.458153475907872,0.279780284162248,0.332865017453936,0.136470874530258,0.28797824067354,0.326965410232646,0.264465830834907,0.40798546546807,0.290717039703004,0.155864503858297,0.157410179099457,0.188789739588788,0.0926257513481985,0.293062324410319,0.268805060397205,0.234972884380827,0.183691216930814,0.256820041094886,0.262729798659889,0.287120210928325,0.424785679815426,0.290417126651845,0.177181322470624,0.264641620152979,0.25949225131298,0.324108540606456,0.278368448004336,0.331971189792949
"138004AB [138004 Munna Creek at Marodian Oct 1975-Aug 2010.csv]",0.162858114025588,0.193614893028398,0.173695319419318,0,0.18384703134834,0.216415734403462,0.169830367613495,0.152290069533602,0.433267812975992,0.162476134874182,0.185007730742757,0.234856651919288,0.396502133651151,0.21084930285256,0.26206298185395,0.125664836986272,0.199493147264967,0.293158723335796,0.183670830322483,0.306042794997754,0.212751005222519,0.177035720544899,0.17020596672247,0.0557460113002783,0.136394120128766,0.234196818526085,0.208255158381471,0.192805501694165,0.152118550740237,0.201494934892823,0.186162981156649,0.207877136639972,0.311301870392927,0.208421348350379,0.119028702809914,0.173097736998922,0.170551106694056,0.217450876845644,0.195875999343363,0.236626458305299
"138102C [138102C_amamoor.csv]",0.267520060365278,0.170354921201828,0.113083812691864,0.18384703134834,0,0.301447284432157,0.236116835756192,0.228516167826315,0.51898420604681,0.227121169016787,0.259594798748055,0.289846154445935,0.454445231745147,0.286906545288955,0.319713120153422,0.16766547126685,0.310774406253644,0.351135649825915,0.278776135095611,0.383866757987608,0.306958750465318,0.193670352723953,0.213021212794146,0.195486698305421,0.139512725417933,0.316135657291085,0.282576984972374,0.259875539742742,0.218298686902075,0.275292267830519,0.27176085307528,0.299666763342087,0.417270531643855,0.294417271102202,0.184435832451828,0.289404257791486,0.288872991699896,0.32064222433874,0.292514109726039,0.334518613514421
"138104a [138104a Obi Obi Creek at Kidaman calibration-regr Oct 1975-Aug 2010.csv]",0.0932524742907465,0.321906365528361,0.294290310168763,0.216415734403462,0.301447284432157,0,0.145448034285234,0.114561600479021,0.315949557669769,0.127178382691802,0.137140595075706,0.197575143463383,0.244819411929303,0.107748693825361,0.254063400670959,0.256795730108408,0.159349689626805,0.199653395781246,0.11439899572079,0.180758474244128,0.0997543931369667,0.221446882847778,0.193196149857817,0.228788373938779,0.238144731769158,0.0435856886587525,0.0793380445988937,0.106973209335427,0.236304145837127,0.130064387157188,0.117116478205391,0.176964928847084,0.314781688452798,0.0959570691535304,0.219924058838888,0.114416691579982,0.165864229165914,0.0990871522301574,0.115822210357737,0.0997130445472346
"138107AB [138107 Six Mile Creek at Cooran Oct 1975-Aug 2010.csv]",0.131535236981742,0.253738454185418,0.222729172747114,0.169830367613495,0.236116835756192,0.145448034285234,0,0.101495972683518,0.40938048436284,0.132280314158198,0.109798566961795,0.129203423229937,0.358461749793202,0.105265932975804,0.303438612443962,0.163065377645754,0.179984778312486,0.281594219728891,0.119831810575507,0.226843100265478,0.163837165966549,0.210746722428665,0.180982029627206,0.201883107921254,0.194950927578981,0.168117447891078,0.11202151818259,0.147050320368229,0.189470575351975,0.174988422630922,0.102807590662672,0.11329184269605,0.300218727467258,0.117914850309084,0.1563483916912,0.111342131326882,0.155307843770837,0.150299543882248,0.131952452332154,0.156863708987559
"138111A [138111 Mary River at Moy Pocket Oct 1975-Aug 2010.csv]",0.0928928600377399,0.244833361779432,0.199478241939749,0.152290069533602,0.228516167826315,0.114561600479021,0.101495972683518,0,0.394265088870203,0.124402637278683,0.128892488836411,0.199118932462738,0.334079012453662,0.105163230316094,0.285703340344671,0.165548662356882,0.147116608749549,0.249210760239959,0.108239376787988,0.224041349918926,0.116374071835173,0.162759421013721,0.128892935662336,0.180217137523729,0.1645917143029,0.131699728083429,0.0976988897781575,0.0728903632365401,0.173366321072911,0.135447479650805,0.120733837499335,0.166855323211728,0.330646402866635,0.113029501080376,0.155806649900179,0.10607284734712,0.163558890109084,0.158527754042552,0.123150255095862,0.153049360418175
"138119B [138119 Yabba Creek at Borumba Dam Release Oct 1979-Aug 2004_.csv]",0.364746706241245,0.50576097317239,0.480852730166709,0.433267812975992,0.51898420604681,0.315949557669769,0.40938048436284,0.394265088870203,0,0.366688734197673,0.340880522126473,0.435931821598858,0.261836963503959,0.379449807974587,0.37069284994398,0.456384307523406,0.415929631276444,0.305508606872849,0.355225230980715,0.390710322540672,0.349935974420066,0.455666465076278,0.419411930128011,0.420370019586407,0.455408414278698,0.313444099815622,0.37332181033945,0.375134656370574,0.472524735271671,0.345416164011716,0.356037691208295,0.406545413686792,0.416262775465604,0.37127770998995,0.458978888135838,0.397500954372515,0.402895889239345,0.328289413640547,0.355903246791858,0.326235821449801
"138903A [138903A_tinana.csv]",0.0874331540755555,0.263890609387763,0.219348855658017,0.162476134874182,0.227121169016787,0.127178382691802,0.132280314158198,0.124402637278683,0.366688734197673,0,0.147953752451261,0.212115477067603,0.31146938443224,0.1526907225373,0.240303519373301,0.190351012835435,0.182640724656532,0.252847729139581,0.142348094968506,0.243509619207081,0.137411844217025,0.183574408076479,0.169198576830314,0.16285050938505,0.183715507343663,0.144231211930255,0.145570324300892,0.132494370817194,0.201641398502211,0.0989019638548968,0.137959775089691,0.188335336013255,0.340529716534883,0.152952083403341,0.151632207129431,0.133297459040116,0.180065766953087,0.149024629784222,0.158292389543358,0.167636055817748
"141008A [141008 Eudlo Creek at Kiel Mountain Oct 1982-Aug 2010.csv]",0.151460886986343,0.295095759013555,0.2612568742603,0.185007730742757,0.259594798748055,0.137140595075706,0.109798566961795,0.128892488836411,0.340880522126473,0.147953752451261,0,0.134020121778847,0.309425392857347,0.0967719811015251,0.243023815361534,0.194824184412649,0.181507238651192,0.2774646549177,0.0976003106399045,0.176426826158959,0.165823353741586,0.249602876767883,0.195318042865412,0.199213864952418,0.214279609731498,0.164894384032916,0.148223892733274,0.162327741110771,0.216210319263636,0.18427766358875,0.087852935317723,0.117333301927416,0.245393771161925,0.104190672683656,0.178242998977921,0.128149061686302,0.153151325601445,0.116677704353592,0.107660486837904,0.120712994075384
"141009A [141009 North Maroochy River at Eumundi Oct 1982-Aug 2010.csv]",0.208880260478337,0.329861082743435,0.304295692628322,0.234856651919288,0.289846154445935,0.197575143463383,0.129203423229937,0.199118932462738,0.435931821598858,0.212115477067603,0.134020121778847,0,0.380111399561148,0.130818060881163,0.307874146335166,0.227344917588221,0.213056908407374,0.335546632610152,0.154281909059848,0.207708721464121,0.211192547291459,0.328342088458377,0.264206020566532,0.263476585689126,0.274027580426787,0.221351431660385,0.186927419655927,0.23156283652217,0.227182386424474,0.268016831018024,0.142388277614589,0.0733074368764873,0.249713548201993,0.145017805396696,0.208363960214681,0.150853000072343,0.187525964912387,0.15049414170194,0.164316020363851,0.147839578227399
"143112A [reynolds_short.csv]",0.305486292704684,0.497546136533248,0.458153475907872,0.396502133651151,0.454445231745147,0.244819411929303,0.358461749793202,0.334079012453662,0.261836963503959,0.31146938443224,0.309425392857347,0.380111399561148,0,0.310034548443692,0.326768346439212,0.450664557997974,0.317886031224614,0.250190393737987,0.289989725252965,0.323121594736916,0.282376289986193,0.411074830133633,0.391826232937796,0.408252271583764,0.4211172049329,0.24402445131828,0.29418278158658,0.298516450069703,0.415990943318968,0.289311595616738,0.311410049166256,0.35523115824689,0.379947511901573,0.30359121759578,0.421833955526493,0.328248192585966,0.310370395453548,0.268178601810992,0.288580000316683,0.263710422396091
"143303A [143303 Stanley River at Peachester Oct 1975-Aug 2010.csv]",0.125814999708185,0.312094602961792,0.279780284162248,0.21084930285256,0.286906545288955,0.107748693825361,0.105265932975804,0.105163230316094,0.379449807974587,0.1526907225373,0.0967719811015251,0.130818060881163,0.310034548443692,0,0.291420370221807,0.216171493651683,0.141525072275473,0.273630172820488,0.0881037553850374,0.16205633327136,0.117420848548141,0.247613413195452,0.18885045870448,0.238354459745897,0.242148886996344,0.109844730856235,0.0979100896337475,0.11607526911693,0.223763379568856,0.17457017127998,0.112367525605665,0.116203773512468,0.274181272776921,0.0443425194535901,0.204837630858317,0.0978594989684408,0.15559160180994,0.115137526038631,0.0993150806323935,0.0953315488975983
"146002B [146002 Nerang River at Glenhurst Oct 1990-Aug 2010.csv]",0.254354858359183,0.371925893760278,0.332865017453936,0.26206298185395,0.319713120153422,0.254063400670959,0.303438612443962,0.285703340344671,0.37069284994398,0.240303519373301,0.243023815361534,0.307874146335166,0.326768346439212,0.291420370221807,0,0.303856617299084,0.302168436410089,0.331052680848316,0.245351643090044,0.283559385000525,0.242842430208804,0.307296341750002,0.299258922415212,0.271935823128919,0.289981726569941,0.271226608971058,0.26721975057663,0.27863263335572,0.304170580448054,0.265299806604944,0.262252206508519,0.27258943542074,0.342231062597641,0.276318363432689,0.274961919999387,0.270420756647522,0.293177652798817,0.230259040010091,0.247722770185417,0.262412114930636
"145012A [145012A_teviot overflow__infilled_WHEN WAS WYARALONG DAM COMPLETED.csv]",0.207349162227731,0.146682076057356,0.136470874530258,0.125664836986272,0.16766547126685,0.256795730108408,0.163065377645754,0.165548662356882,0.456384307523406,0.190351012835435,0.194824184412649,0.227344917588221,0.450664557997974,0.216171493651683,0.303856617299084,0,0.225628750062838,0.340078027086088,0.206838496205468,0.350433516722133,0.244231828869808,0.180993191669191,0.156058685458398,0.127570189799703,0.128386551004726,0.272632344979394,0.230196749669037,0.209021144820552,0.158350690055814,0.234791950759909,0.203833039519691,0.216206306751389,0.329450669225716,0.22453098950202,0.0879807810409511,0.189578190141917,0.209494035876757,0.270028543865145,0.221676140571172,0.271108463563466
"145020A [145020 Logan River at Rathdowney Oct 1975-Aug 2010.csv]",0.156903372028903,0.30008074887986,0.28797824067354,0.199493147264967,0.310774406253644,0.159349689626805,0.179984778312486,0.147116608749549,0.415929631276444,0.182640724656532,0.181507238651192,0.213056908407374,0.317886031224614,0.141525072275473,0.302168436410089,0.225628750062838,0,0.234874219256582,0.131352965520982,0.24328024416685,0.13134582902981,0.222577626386421,0.184668724867474,0.220970529505646,0.237112243091181,0.147021373115404,0.142850903265977,0.133649448971782,0.216604830947871,0.191732976797727,0.176474233497425,0.194279696263725,0.251672249208631,0.133875077932511,0.202995468860217,0.108089453388417,0.130913548304066,0.177513352086126,0.130664682805729,0.174871206459693
"145099A [145099 Burnett Creek at Maroon Dam Tailwater Oct 1975-Sep 2010.csv]",0.236140993755815,0.363350549002187,0.326965410232646,0.293158723335796,0.351135649825915,0.199653395781246,0.281594219728891,0.249210760239959,0.305508606872849,0.252847729139581,0.2774646549177,0.335546632610152,0.250190393737987,0.273630172820488,0.331052680848316,0.340078027086088,0.234874219256582,0,0.244652305296433,0.318351560856882,0.226400091478248,0.31621540855354,0.294524557883805,0.310613213572206,0.298232484561451,0.196785133006612,0.227556364834122,0.221215193852072,0.283197387254551,0.202206296724708,0.273423541949751,0.312095819039259,0.357394761565906,0.262100367525341,0.320716511358777,0.232565923381364,0.211616851089184,0.261893664670474,0.247449766351933,0.252372570255129
