"","site","clim_dnrg","clim_isot","clim_pcld","clim_pdmt","clim_pdry","clim_prec","clim_psea","clim_pwet","clim_pwmt","clim_pwrm","clim_tavg","clim_tcld","clim_tdry","clim_tmax","clim_tmin","clim_trng","clim_tsea","clim_twet","clim_twrm","soil_awc","soil_bdw","soil_cly","soil_der","soil_des","soil_ece","soil_nto","soil_phc","soil_pto","soil_slt","soil_snd","soil_soc","CV.x","MDFAnnZer","CVAnnZer","MDFMDFWet.x","MDFMDFDry.x","CVMDFWet.x","CVMDFDry.x","HSPeak.x","HSMeanDur.x","MDFAnnHSNum.x","CVAnnHSNum.x","CVAnnHSPeak.x","CVAnnHSMeanDur.x","LSPeak.x","LSMeanDur.x","MDFAnnLSNum.x","CVAnnLSNum.x","CVAnnLSPeak.x","CVAnnLSMeanDur.x","MRateRise.x","MRateFall.x","CVAnnMRateRise.x","CVAnnMRateFall.x","BFI.x","CVAnnBFI.x","PS1YrARI.x","PS2YrARI.x","PS10YrARI.x","C_MDFM.x","M_MDFM.x","C_MinM.x","M_MinM.x","C_MaxM.x","M_MaxM.x","regulation","FDis","FDiv","FRic","FEve","RaoQ","nbsp","simpson","FunRao","redun","richness","exotics","SLA","seed.mass","maximum.height","flowering.duration","wood.density","leaf.area","CV.y","MDFMDFWet.y","MDFMDFDry.y","CVMDFWet.y","CVMDFDry.y","HSPeak.y","HSMeanDur.y","MDFAnnHSNum.y","CVAnnHSNum.y","CVAnnHSPeak.y","CVAnnHSMeanDur.y","LSPeak.y","LSMeanDur.y","MDFAnnLSNum.y","CVAnnLSNum.y","CVAnnLSPeak.y","CVAnnLSMeanDur.y","MRateRise.y","MRateFall.y","CVAnnMRateRise.y","CVAnnMRateFall.y","BFI.y","CVAnnBFI.y","PS1YrARI.y","PS2YrARI.y","PS10YrARI.y","C_MDFM.y","M_MDFM.y","C_MinM.y","M_MinM.y","C_MaxM.y","M_MaxM.y","regulated_any"
"15",15,11.3000679,52.75831985,170.990799,38.92229843,142.9963226,1301.777466,47.66791153,514.1046143,205.3234863,496.496521,20.22446442,15.2034359,16.17862701,29.71733665,8.29878521,21.41855049,371.7948914,24.12040138,24.44318962,12.78553867,1.235350966,24.98325729,9.086792946,1.12790072,8.41435051,0.249562219,4.876652241,0.061960746,16.99801445,38.54547501,3.182640553,5.348,12.455,2.07,1.229490022,0.846294676,1.008,1.195,29.58064647,3.522,3.424,0.781,0.922,0.35,0.080519335,37.181,6.848,0.316,0.574,0.744,1.308132794,0.629132,1.068,1.122,0.179,0.3,13.98586729,52.80318456,119.0110865,0.052,0.08,0.006,0.103,0.32,0.061,0.112021518,0.211585181183116,0.738820223356068,0.0856019965091269,0.527089767557599,0.0481273902339235,39,0.911350928299222,0.492582126903346,0.418768801395876,47,0.0118978377613728,1.11544607838445,1.15428731071216,3.17848723668941,2.26841824187205,0.534902906200545,5.2310794197177,-0.102932934802914,-0.0315444967578713,0.131533483193334,-0.0940959409594097,-0.0650887573964497,-0.111920382295272,0.0492596810933941,-0.0711150131694469,-0.0228365384615384,0.154911838790932,0.52,0.289610580670506,-0.418502312167471,0.416082281439925,0.0258620689655173,-0.143187066974596,-0.0530303030303031,-0.60268404098136,-0.527211701048311,0.142040038131554,0.203438395415473,0.288135593220339,0.138686131386861,-0.290677438578033,-0.239014590384921,-0.135477848407048,0.3125,0.029126213592233,7.83333333333333,-0.00884955752212391,-0.274924471299094,-0.0470588235294118,"reg"
"16",16,11.3861208,52.95396805,186.4654846,40.89731598,153.9534302,1386.386841,47.6153717,547.5517578,218.533905,518.2052612,20.67856598,15.66578484,16.60858536,30.12745094,8.625528336,21.50192261,371.5868225,24.58563042,24.90232086,13.70651722,1.210251689,26.41773415,11.80940914,1.42114675,9.067087173,0.216775209,4.842906475,0.065082565,20.1696949,40.39208221,3.360384941,5.348,12.455,2.07,1.229490022,0.846294676,1.008,1.195,29.58064647,3.522,3.424,0.781,0.922,0.35,0.080519335,37.181,6.848,0.316,0.574,0.744,1.308132794,0.629132,1.068,1.122,0.179,0.3,13.98586729,52.80318456,119.0110865,0.052,0.08,0.006,0.103,0.32,0.061,0.112021518,0.232364369859829,0.90110954308996,0.0862913911016579,0.551489198796636,0.0546111409357198,34,0.904166836711469,0.496070736011151,0.408096100700319,39,0.0169339071328159,1.0335333916826,1.02316344566503,2.99936667714747,2.26905923960307,0.593457813725282,5.51654367907768,-0.102932934802914,-0.0315444967578713,0.131533483193334,-0.0940959409594097,-0.0650887573964497,-0.111920382295272,0.0492596810933941,-0.0711150131694469,-0.0228365384615384,0.154911838790932,0.52,0.289610580670506,-0.418502312167471,0.416082281439925,0.0258620689655173,-0.143187066974596,-0.0530303030303031,-0.60268404098136,-0.527211701048311,0.142040038131554,0.203438395415473,0.288135593220339,0.138686131386861,-0.290677438578033,-0.239014590384921,-0.135477848407048,0.3125,0.029126213592233,7.83333333333333,-0.00884955752212391,-0.274924471299094,-0.0470588235294118,"reg"
"17",17,12.7577076,53.3300705,120.6657715,32.18031693,110.6557007,976.4624023,46.64665604,393.8253784,147.9803619,393.8253784,20.54158974,15.00520515,16.12929153,31.12709236,7.204927444,23.92216492,408.7309265,25.15003967,25.15003967,13.89303493,1.292001605,19.7485714,5.678670883,1.182123184,10.80613041,0.186816216,5.155008316,0.029275855,21.5009613,57.99703217,2.661882162,11.56,37.034,1.414,1.362287823,0.75099631,1.456,2.471,67.46410824,3.738,2.103,0.903,1.08,0.472,0.084747847,42.371,6.966,0.456,0.67,0.719,1.899434194,0.772792128,1.692,2.118,0.141,0.566,16.03121771,61.36932349,263.8699385,0.112,0.067,0.049,0.077,0.38,0.047,0.157410179,0.233733753735753,0.867701111575165,0.128082529922865,0.619337837332323,0.0564055016084853,29,0.877422647120974,0.496493985456253,0.380928661664721,35,0.216648267768611,1.06785764149862,0.797772750202096,3.35962764830205,2.23106892579952,0.646688647563992,4.68023649077497,-0.180436159623563,0.0131199049605848,-0.00264821663640891,-0.115789473684211,-0.112624886466848,-0.167198682296787,0.00642278693102494,0.0716279069767443,0.106824925816024,-0.0677655677655679,0.00533333333333341,0.359352665048011,-0.532658988482724,0.418360655737705,0.16359918200409,-0.471523178807947,0.00292825768667648,-0.415843271103448,-0.397861190405799,-0.125495376486129,-0.313615502294748,0.492537313432836,-0.165085388994307,0.429686428343456,-0.0904213841737753,-0.306615584219078,-0.28099173553719,0.0816326530612244,0.0731707317073169,-0.204918032786885,-0.305,0.0178571428571428,"unreg"
"18",18,10.90953255,52.23423767,229.1397858,43.0633812,180.3746948,1593.16333,44.97273636,615.5736084,229.391037,545.6690063,20.33629417,15.41865253,16.29043007,29.44812775,8.562338829,20.88578796,367.1764221,23.00846863,24.55631447,13.47075558,1.177639246,24.2046814,12.90537262,1.424053431,6.850393772,0.172786817,4.726504803,0.019722953,15.66880417,52.16349411,3.451344013,5.269,23.346,1.489,1.15157498,0.817348496,0.965,1.018,37.34932885,3.823,2.385,0.847,0.726,0.347,0.068165793,28.283,7.846,0.34,0.421,0.455,1.111575493,0.537698235,1.062,0.984,0.196,0.321,23.71240112,55.73401623,112.0414995,0.07,0.095,0.02,0.096,0.33,0.088,0.087852935,0.21402940038628,0.921132065249574,0.153150748618173,0.600204633278965,0.0484191764274833,41,0.897815942380579,0.496567822996348,0.40124811938423,56,0.0492160007188532,1.07448275289982,1.05725613083386,3.19426251533336,2.34475059733061,0.641678352839441,5.64967408193731,0.0136648320364396,0.0777102001564198,0.0878426773090148,-0.0171890798786654,0.0693581780538302,-0.154099383861013,0.0251490795955405,0.143666531768515,-0.114683815648446,0.544609665427509,-0.00647249190938515,0.0273351581238954,-0.0225765708872752,0.0542084726867336,-0.122282608695652,-0.269565217391304,-0.172557172557173,-0.27070170383334,-0.298427507568365,0.205450733752621,0.338983050847458,0.0103626943005182,-0.148387096774193,-0.424185378007519,-0.0835654249784802,0.272347351765561,-0.145161290322581,-0.0349650349650348,-0.394736842105263,-0.173076923076923,-0.111747851002865,-0.237410071942446,"unreg"
"19",19,11.09926319,52.55884933,222.5865021,42.27711487,175.6973877,1594.83728,46.1240921,621.8434448,234.1599121,556.3201294,20.34277534,15.39517403,16.28919983,29.58335304,8.465572357,21.11778069,369.0868225,23.00473785,24.58233643,13.54885101,1.178313613,18.64055634,13.38751698,1.3594383,5.308700562,0.144575834,4.624115467,0.027085761,16.44834137,54.74507904,2.878742695,5.269,23.346,1.489,1.15157498,0.817348496,0.965,1.018,37.34932885,3.823,2.385,0.847,0.726,0.347,0.068165793,28.283,7.846,0.34,0.421,0.455,1.111575493,0.537698235,1.062,0.984,0.196,0.321,23.71240112,55.73401623,112.0414995,0.07,0.095,0.02,0.096,0.33,0.088,0.087852935,0.205917137210049,0.829909479116552,0.185531540242222,0.507865866695093,0.0454513628797301,44,0.894116518529728,0.475429954350302,0.418686564179426,60,0.0107361355850102,1.11353624197612,1.62078776289898,3.84078112815642,2.12888830483373,0.579242321013219,5.37568810192839,0.0136648320364396,0.0777102001564198,0.0878426773090148,-0.0171890798786654,0.0693581780538302,-0.154099383861013,0.0251490795955405,0.143666531768515,-0.114683815648446,0.544609665427509,-0.00647249190938515,0.0273351581238954,-0.0225765708872752,0.0542084726867336,-0.122282608695652,-0.269565217391304,-0.172557172557173,-0.27070170383334,-0.298427507568365,0.205450733752621,0.338983050847458,0.0103626943005182,-0.148387096774193,-0.424185378007519,-0.0835654249784802,0.272347351765561,-0.145161290322581,-0.0349650349650348,-0.394736842105263,-0.173076923076923,-0.111747851002865,-0.237410071942446,""
"20",20,14.12423134,53.20210266,98.20487213,25.07334709,92.41080475,874.1658325,50.12212753,362.3360596,125.7123795,362.3360596,19.1638546,13.05895615,14.23764801,31.11511612,4.566858292,26.54825783,455.1161194,24.36642075,24.36642075,13.09423923,1.262551427,20.30681229,0.008299958,1.180792212,14.21013737,0.156151399,5.367919445,0.038722668,16.20524788,59.86289597,3.341474533,2.776,3.1,1.933,1.788763479,1.139836743,0,0,26.50306359,7.7,1,1.183,0.658,0.479,0.062027613,7.951,7.7,0.439,0.45,0.654,0.336964628,0.139544493,1.466,0.613,0.413,0.322,2.807739595,15.51001713,51.97109745,0.312,0.163,0.357,0.128,0.304,0.114,0.379947512,0.223075303841252,0.92393453611969,0.058706657134696,0.541938020936186,0.0513139977593044,22,0.876139877020745,0.494579203902023,0.381560673118721,28,0.243003310465302,1.11921096326018,0.755446709360889,3.16280865523611,2.25220632934857,0.59068988790165,4.71616058852666,0.792507204610951,0.00526915233055747,-0.6048491241859,0.257372654155496,0.866666666666667,0.447315199985905,-0.553506493506494,1.909,-0.305156382079459,-0.40273556231003,0.392484342379958,-0.455076957612327,-0.448539866564585,3.71323076923077,-0.328638497652582,-0.141509433962264,-0.617021276595745,1.68891030307193,3.33612415647245,-0.689631650750341,-0.153344208809135,-0.60774818401937,0.0745341614906831,12.9752869353969,3.26375145853885,0.778175529175784,-0.432692307692308,-0.0429447852760737,-0.299719887955182,0.3671875,2.07236842105263,-0.763157894736842,"reg"
"21",21,14.29702473,53.38348007,96.81210327,24.77709007,90.99304962,865.7685547,50.21345901,359.0811462,124.8905334,359.0811462,19.38311958,13.24980164,14.43205261,31.4031868,4.621447563,26.78173828,457.2368774,24.60858345,24.60858345,15.32453442,1.281211019,22.18075562,7.708849907,1.267469406,16.79611206,0.15448001,5.197907925,0.07580734,16.36651611,57.77083588,2.956904411,2.776,3.1,1.933,1.788763479,1.139836743,0,0,26.50306359,7.7,1,1.183,0.658,0.479,0.062027613,7.951,7.7,0.439,0.45,0.654,0.336964628,0.139544493,1.466,0.613,0.413,0.322,2.807739595,15.51001713,51.97109745,0.312,0.163,0.357,0.128,0.304,0.114,0.379947512,0.200191011150416,0.88078126551827,0.0176938979151733,0.563055019327244,0.0445972697998689,17,0.720312980669976,0.416562080301029,0.303750900368947,21,0.476297968397291,1.09406095854061,0.639010061954789,3.96994351982456,2.12717849788054,0.758769428469289,3.37064613418045,0.792507204610951,0.00526915233055747,-0.6048491241859,0.257372654155496,0.866666666666667,0.447315199985905,-0.553506493506494,1.909,-0.305156382079459,-0.40273556231003,0.392484342379958,-0.455076957612327,-0.448539866564585,3.71323076923077,-0.328638497652582,-0.141509433962264,-0.617021276595745,1.68891030307193,3.33612415647245,-0.689631650750341,-0.153344208809135,-0.60774818401937,0.0745341614906831,12.9752869353969,3.26375145853885,0.778175529175784,-0.432692307692308,-0.0429447852760737,-0.299719887955182,0.3671875,2.07236842105263,-0.763157894736842,"reg"
"22",22,12.47486877,53.46614456,138.6972809,33.84571838,120.2618484,1110.112793,47.60472488,444.0291443,172.4961243,444.0291443,20.30414772,14.92751408,16.00220108,30.61499214,7.282716751,23.33227539,397.6425781,24.79585266,24.79585266,13.41997814,1.224936604,22.88242531,5.24861908,1.219935536,10.51617908,0.199940905,4.925070286,0.044705488,21.34404564,52.54550934,3.224890947,12.678,11.565,2.571,1.476546477,0.664082038,1.468,2.283,66.54781343,3.314,2.217,0.977,1.163,0.401,0.084922263,42.049,7,0.423,0.491,0.76,1.615004962,0.759523652,1.609,2.271,0.12,0.567,20.14548462,61.64512074,262.4249421,0.127,0.095,0.033,0.097,0.402,0.055,0.139512725,0.204308992216219,0.829330746476341,0.185407937624215,0.598521258819526,0.0451491559306718,52,0.911807706445889,0.483336381599309,0.428471324846579,63,0.00520185367814494,1.12392813406368,1.5076135477241,3.75392128235724,1.98717669106329,0.636512981976694,4.97857946147165,-0.105219621143188,-0.102013725751749,0.156181438432494,0.0277382645803699,-0.0103397341211228,-0.192409665226845,0.0548498845265588,0.1305,-0.0658153241650296,0.04149377593361,0.454293628808864,-0.0563338596297609,-0.143761773984884,0.0730264107374801,-0.0274725274725275,0.168297455968689,-0.257425742574258,-0.222753984982724,-0.482886029187066,0.158852344296711,-0.154415653093601,0.281818181818182,-0.201298701298701,0.00175255906669225,-0.129470385059973,-0.201185180759852,-0.42,-0.271523178807947,-0.64,-0.288235294117647,-0.0794701986754968,-0.53125,"unreg"
"23",23,12.87441635,53.49869919,118.3062973,31.15208626,108.7124939,954.6107178,46.45315552,385.0382385,144.6018982,385.0382385,20.81632042,15.26831341,16.3919487,31.4324131,7.367496967,24.06491661,409.4788818,25.43223381,25.43223381,13.79076099,1.214640617,25.51976013,5.378195286,1.162287593,8.306036949,0.189166054,5.128108501,0.029219031,18.92180252,64.147995,2.74611187,11.56,37.034,1.414,1.362287823,0.75099631,1.456,2.471,67.46410824,3.738,2.103,0.903,1.08,0.472,0.084747847,42.371,6.966,0.456,0.67,0.719,1.899434194,0.772792128,1.692,2.118,0.141,0.566,16.03121771,61.36932349,263.8699385,0.112,0.067,0.049,0.077,0.38,0.047,0.157410179,0.182049413736705,0.800988114535705,0.146689352762872,0.501220850308708,0.0384665139514817,39,0.835992405434519,0.434971063724733,0.401021341709786,43,0.396861488664449,1.15173337193052,1.54646592269866,4.42211155302442,2.08094773217289,0.662022500158824,4.50378780613748,-0.180436159623563,0.0131199049605848,-0.00264821663640891,-0.115789473684211,-0.112624886466848,-0.167198682296787,0.00642278693102494,0.0716279069767443,0.106824925816024,-0.0677655677655679,0.00533333333333341,0.359352665048011,-0.532658988482724,0.418360655737705,0.16359918200409,-0.471523178807947,0.00292825768667648,-0.415843271103448,-0.397861190405799,-0.125495376486129,-0.313615502294748,0.492537313432836,-0.165085388994307,0.429686428343456,-0.0904213841737753,-0.306615584219078,-0.28099173553719,0.0816326530612244,0.0731707317073169,-0.204918032786885,-0.305,0.0178571428571428,""
"24",24,12.0446434,53.56783676,155.0525055,38.7011261,133.8505707,1230.775024,47.14621735,485.6012573,189.6169891,485.6012573,20.2440052,15.06855774,16.08232689,30.18432999,7.699489117,22.48484039,383.6312866,24.59764099,24.59764099,12.51353455,1.194116235,24.21467018,2.028835058,1.143324971,8.875918388,0.248414099,4.832206726,0.058920935,19.54282188,47.0014534,3.257363796,6.586,8.667,1.851,1.190144261,0.766186457,1.211,1.508,38.873808,3.925,2.424,0.868,0.829,0.383,0.099014393,30.881,6.636,0.394,0.494,0.605,1.285139674,0.494774997,1.39,1.264,0.241,0.363,16.6500551,47.77282041,152.4139664,0.065,0.074,0.028,0.081,0.221,0.062,0.072890363,0.17195497492847,0.836855110554848,0.0390453150906035,0.452867709386692,0.0351872850755574,22,0.819192072407569,0.420508691039218,0.398683381368351,25,0.107658638947109,1.19622650110268,1.80572752683748,4.6479965198545,2.43267325876224,0.562416217810761,5.2944701786699,-0.102342786683107,-0.0472774040890109,0.0915226569728729,0.00259291270527218,-0.0230998509687035,-0.0904867454598003,0.031193606599639,0.0252378982209351,0.0135593220338983,0.0412735849056605,0.101226993865031,0.131792318626715,-0.090246009149365,-0.0435384615384616,0.0371352785145889,-0.342213114754098,-0.129429892141757,-0.401745208160513,-0.37430994230475,0.254777070063694,0.186425339366516,0.101694915254237,-0.0244565217391305,-0.143925253202639,-0.0502744860980081,-0.0751652044755875,0.464788732394366,-0.058252427184466,1.67647058823529,0.0265486725663717,0.04739336492891,0.308823529411764,"unreg"
"25",25,12.64870453,53.20098877,144.4904327,36.63406372,124.3870544,1175.234253,44.85270691,441.6426392,166.8085938,441.6426392,19.07282639,13.63237,14.63156128,29.47015762,5.694840431,23.77531624,404.3740234,23.6688118,23.6688118,14.02777481,1.156258583,22.92389679,5.548941612,1.276729345,11.36448479,0.234210834,4.992982864,0.048109736,20.85249329,59.82904053,3.5434618,6.033,15.121,1.963,1.169696748,0.536336534,0.789,1.504,46.58921633,4.061,2,0.788,0.85,0.407,0.092796227,19.2,9.606,0.376,0.348,0.474,0.958458569,0.394716907,0.948,1.092,0.228,0.341,17.16385651,57.61155096,145.1138357,0.08,0.091,0.063,0.084,0.25,0.08,0.03225678,0.224651896086683,0.802623707307361,0.216261173585944,0.73285130377946,0.0540603214629685,39,0.933955762727602,0.518580152494879,0.415375610232722,46,0.102613482996799,1.20054311509614,1.16564293396665,3.4889126044393,2.58876423940069,0.601256590141167,4.76991725373765,-0.0190745319675026,-0.0355672440330956,0.00240743946904054,-0.00796359499431176,-0.00340136054421769,-0.0334438332920277,-0.00530303030303025,-0.0604896783485358,-0.0491428571428572,-0.0687500000000001,0.0549828178694158,0.0334291339450308,-0.0545560634056209,0.0737391304347825,-0.0615384615384615,-0.142480211081794,-0.137078651685393,-0.0492491368944235,-0.258133095147505,0.241150442477876,0.00200601805416256,0.0263157894736843,-0.0212121212121212,0.0234427524860452,0.0693031447737451,-0.0166244249109189,-0.0111111111111111,0.0188679245283019,0.267605633802817,-0.0384615384615383,-0.0642570281124497,0.0194174757281553,"unreg"
"26",26,11.60455322,53.166008,170.4892578,37.24684906,138.9720001,1362.873169,48.35898972,531.1469116,213.758316,517.5524292,19.84592438,14.74308586,15.75939178,29.6062336,7.779217243,21.82701683,378.7570801,23.82805061,24.17473793,14.10608292,1.169951916,21.66416931,6.703179359,1.31656456,7.602606297,0.277863413,4.742794991,0.047706813,17.75388718,49.6878624,3.8700881,4.938,0.094,5.568,1.281970831,0.800105029,0.902,1,34.02541314,3.404,2.75,0.843,0.675,0.384,0.105727429,22.099,8.875,0.429,0.753,0.881,1.401325498,0.552893628,1.099,0.751,0.26,0.27,23.70414933,58.01586742,100.9289522,0.081,0.093,0.064,0.095,0.198,0.077,0.044342519,0.154856772315212,0.679166951230095,0.0771794763502964,0.597921976707161,0.0315352690825106,49,0.913200526555794,0.42376553184642,0.489434994709374,59,0.0476808937325263,1.1648944073938,1.86741064232652,4.37168857060429,1.9580193988164,0.579752304808903,5.47990474701966,0.0180340864050732,-0.0139896667525077,0.00670055419152926,0.0129589632829372,-0.026,0.0456535306350001,-0.0345540460720615,-0.0908467603702433,0.121809744779582,0.0356589147286821,-0.3,0.058038481892591,-0.071275260195197,0.0274274519407371,-0.0946291560102303,-0.0119402985074627,0.0145719489981786,-0.33085544542361,-0.144283874204944,-0.0993117010816125,0.0860832137733143,0.0441767068273093,0.0170068027210883,-0.0887055808289324,-0.0713438313428458,0.253589604874469,0.318840579710145,0,0.188679245283019,-0.0661157024793387,0.00485436893203883,-0.0291262135922329,""
"27",27,14.0608387,53.20017242,101.5246429,25.78069687,96.72099304,869.0558472,48.70245743,357.2359314,123.4647217,357.2359314,18.84444237,12.794487,13.96727848,30.67307091,4.24300909,26.43006134,450.627533,23.99592972,23.99592972,15.17580605,1.217576981,20.56720924,12.53192806,1.303043127,14.28969193,0.164184108,5.369582653,0.064348981,14.84450054,59.03322983,3.002785206,2.975,2.394,4.97,0.669105982,0.906094877,0.862,1.056,18.18686352,6.635,1.576,1.914,0.567,0.629,0.054219334,14.39,10.212,0.425,0.423,0.681,0.649966737,0.614195793,2.154,2.247,0.305,0.411,4.844480835,17.9559388,41.80438565,0.125,0.077,0.177,0.062,0.316,0.057,0.211616851,0.226336554047645,0.905095544106751,0.055952899677451,0.494279972097694,0.052888671681089,17,0.840710174571959,0.485125902930495,0.355584271641464,20,0.191575340799186,1.09840533984813,0.25545606547779,2.99030986213704,2.19639854035916,0.69817106933331,3.47250090320733,0.518582841264328,0.0553840289485159,-0.0818837249449967,-0.44140350877193,0.14054054054054,0.346410995118831,-0.365357040435905,0.685538461538461,-0.650194336479733,0.561926605504587,-0.177024482109228,0.403260689965342,0.762276335261671,-0.0787027027027026,-0.131054131054131,-0.226666666666667,-0.385826771653543,-0.161618360876654,-0.66398969675719,-0.555607917059378,-0.578664276109368,-0.322916666666667,-0.18005540166205,0.943481751115116,1.18589912370472,1.1977578217257,-0.628378378378378,0.39,-0.720379146919431,0.876712328767123,-0.0776699029126214,0.681159420289855,"reg"
"28",28,14.06537342,53.23911667,101.2475891,25.80194473,96.59196472,868.3575439,48.76673889,357.1707458,123.7517853,357.1707458,18.88757324,12.84397888,14.01525879,30.70387077,4.28462553,26.41924477,450.1040344,24.03188324,24.03188324,15.2666378,1.219159245,25.6273365,6.38536644,1.241523743,16.11069298,0.20807229,5.620397568,0.063536696,16.67122459,55.79307556,3.169724464,2.975,2.394,4.97,0.669105982,0.906094877,0.862,1.056,18.18686352,6.635,1.576,1.914,0.567,0.629,0.054219334,14.39,10.212,0.425,0.423,0.681,0.649966737,0.614195793,2.154,2.247,0.305,0.411,4.844480835,17.9559388,41.80438565,0.125,0.077,0.177,0.062,0.316,0.057,0.211616851,0.159051500660264,0.868959263693051,0.00450372224994391,0.497679586030065,0.0342286531219172,12,0.580464675812837,0.334555198217818,0.245909477595019,13,0.273247114286017,1.21347359253251,3.1015296622635,5.07926404144059,2.05292394870049,0.606394021940555,5.35387033978012,0.518582841264328,0.0553840289485159,-0.0818837249449967,-0.44140350877193,0.14054054054054,0.346410995118831,-0.365357040435905,0.685538461538461,-0.650194336479733,0.561926605504587,-0.177024482109228,0.403260689965342,0.762276335261671,-0.0787027027027026,-0.131054131054131,-0.226666666666667,-0.385826771653543,-0.161618360876654,-0.66398969675719,-0.555607917059378,-0.578664276109368,-0.322916666666667,-0.18005540166205,0.943481751115116,1.18589912370472,1.1977578217257,-0.628378378378378,0.39,-0.720379146919431,0.876712328767123,-0.0776699029126214,0.681159420289855,"reg"
"29",29,11.17449665,52.54397583,242.6692505,48.59143829,182.3864441,1913.459473,49.57830048,746.788147,283.4237671,690.0335693,19.51111221,14.58577728,15.450737,28.89967346,7.632732391,21.26694107,368.1811829,22.25592422,23.73807335,12.34877777,1.003418565,25.05378723,0.949811876,1.130906701,8.59089756,0.198651895,4.557004452,0.051866807,24.11776924,47.61996078,5.469777107,3.979,8.316,2.639,1.313830399,0.639627201,0.694,0.893,25.63287692,3.632,3,0.725,0.543,0.31,0.097974917,18.964,9.474,0.355,0.315,0.531,1.213573428,0.447857937,0.692,0.874,0.248,0.331,18.7963794,39.01854409,76.88633836,0.069,0.156,0.051,0.154,0.213,0.094,0.103742363,0.145277641002916,0.665147882641185,0.117546590020266,0.539817148254005,0.0260278957930383,53,0.931474724777228,0.423409814250376,0.508064910526852,64,0.250546472290922,1.12803588304047,1.45948403931726,3.9817856796709,2.16514061277372,0.609208654303472,4.68787677269675,0.0810652619256658,0.124524271930981,0.45227787635178,0.235897435897436,0.113445378151261,0.153907106184827,-0.0785601681555439,-0.144516129032258,-0.0338101430429129,-0.0331825037707391,-0.0364145658263305,-0.016979994595453,-0.0697124041775995,-0.0526315789473685,0.00630914826498419,0.390510948905109,0.155619596541787,-0.154913434740318,-0.210445104994744,0.0195258019525801,-0.0874568469505178,0.0634920634920635,0.00668896321070234,0.0686761458567662,0.13284463722784,0.0634105408512065,0.0123456790123457,-0.455645161290323,0.0810810810810811,-0.587030716723549,-0.0234741784037559,-0.318181818181818,""
